1,29
1,42
1,51
1,69
1,81
1,87
1,128
1,145
1,149
1,182
2,14
2,25
2,67
2,78
2,79
2,98
2,103
3,28
3,36
3,43
3,65
3,72
3,85
3,109
3,135
3,168
3,187
4,13
4,52
4,59
4,69
4,103
4,116
4,121
4,133
4,135
4,154
4,158
5,63
5,105
5,196
6,48
6,60
6,140
6,192
7,13
7,24
7,26
7,51
7,82
7,167
7,200
8,19
8,36
8,48
8,85
8,121
8,125
8,142
8,179
8,186
9,11
9,25
9,48
9,99
9,149
9,181
9,187
9,194
10,60
10,92
10,147
10,157
11,31
11,164
11,176
12,58
12,77
12,104
12,106
12,167
12,182
12,188
13,81
13,101
13,127
13,177
13,184
13,185
13,186
13,196
14,18
14,52
14,74
14,98
14,121
14,133
14,137
14,170
14,177
15,29
15,57
15,66
15,68
15,96
15,143
15,151
15,174
15,192
16,24
16,62
16,126
16,130
17,30
17,114
17,121
17,125
17,151
17,172
18,34
18,44
18,56
18,65
18,89
18,116
19,27
19,40
19,47
19,48
19,50
19,121
19,130
19,160
20,24
20,26
20,75
20,97
20,113
20,116
20,134
20,142
20,161
20,178
21,23
21,30
21,44
21,58
21,73
21,82
21,89
21,122
21,136
21,164
21,168
22,72
22,77
22,94
22,114
22,175
22,179
23,76
23,95
23,128
23,139
23,173
23,197
24,62
24,79
24,93
24,121
24,136
24,168
24,181
24,189
24,198
25,91
25,103
25,157
25,192
25,193
25,196
26,41
26,48
26,65
26,163
26,186
27,39
27,66
28,55
28,94
28,147
28,185
29,42
29,65
29,71
29,96
29,104
29,155
29,159
29,160
29,172
29,200
30,42
30,53
30,100
30,134
30,137
30,155
30,189
31,57
31,68
31,97
31,170
32,34
32,36
32,75
32,92
32,111
32,126
32,157
32,161
32,192
33,114
33,124
33,161
33,170
34,41
34,56
34,66
34,91
34,122
34,128
34,129
34,194
35,40
35,54
35,59
35,83
35,86
35,91
35,105
35,143
35,183
36,54
36,61
36,65
36,68
36,72
36,91
36,154
36,183
36,199
37,55
37,73
37,82
37,151
38,48
38,77
38,81
38,112
38,114
38,121
38,130
38,174
38,177
39,45
39,88
39,111
39,189
39,191
39,193
40,86
40,158
40,169
40,191
40,197
41,99
41,104
41,135
41,139
41,151
41,168
41,182
42,81
42,82
42,132
42,148
43,61
43,80
43,108
43,156
43,172
43,177
43,191
43,200
44,60
44,77
44,98
44,113
44,114
44,127
44,141
44,148
44,149
44,156
44,198
44,200
45,121
45,122
45,137
45,163
45,177
45,195
46,63
46,73
46,116
46,151
46,165
46,174
47,48
47,104
47,110
47,149
48,51
48,58
48,67
48,70
48,80
48,98
48,99
48,129
48,138
48,163
48,169
49,65
49,79
49,93
49,98
49,142
49,173
50,51
50,73
50,79
50,99
50,105
50,110
50,144
50,172
50,183
50,185
50,191
51,61
51,107
51,132
51,165
52,67
52,76
52,113
52,138
52,159
52,185
52,198
53,62
53,102
53,114
53,168
53,198
54,157
54,165
54,166
54,183
55,62
55,71
55,75
55,148
55,172
56,104
56,105
56,107
56,108
56,112
56,117
56,125
56,143
57,69
57,115
57,135
57,140
57,154
58,72
58,96
58,114
58,127
58,139
58,150
59,78
59,122
59,125
59,165
59,187
60,97
60,104
60,121
60,147
60,149
60,152
60,163
60,199
61,74
61,81
61,95
61,104
61,105
61,154
61,161
61,189
62,82
62,107
62,152
62,156
62,161
62,164
63,66
64,77
64,96
64,112
64,114
64,132
64,140
64,170
65,84
66,79
66,85
66,100
66,107
66,143
66,177
66,183
66,190
67,74
67,77
67,96
67,101
67,144
67,150
67,168
67,173
67,186
68,73
68,83
68,95
68,99
68,114
68,117
68,121
68,144
68,175
68,189
69,73
69,142
69,160
69,176
69,197
70,95
70,106
70,111
70,123
70,135
70,150
70,166
70,170
71,101
71,104
71,105
71,161
71,163
72,83
72,93
72,100
72,107
72,148
72,160
72,164
73,95
73,99
73,101
73,175
73,178
73,197
74,163
74,166
74,171
74,190
75,77
75,100
75,114
75,128
75,144
75,167
76,118
77,85
77,87
77,117
77,122
77,123
78,177
78,179
79,129
79,135
79,176
79,194
81,130
81,142
81,168
81,180
82,104
82,162
82,191
82,197
83,105
83,109
83,115
83,121
83,168
84,115
84,128
84,136
84,161
84,170
84,175
85,98
85,124
85,142
86,109
86,124
86,127
87,95
87,117
87,146
87,159
87,178
88,106
88,115
88,123
88,157
88,172
88,181
88,186
89,96
89,116
89,118
89,128
89,161
89,181
89,186
90,100
90,105
90,128
90,152
90,183
91,130
91,138
91,146
91,166
91,174
91,180
92,186
92,187
93,141
93,150
94,158
94,181
94,197
94,198
95,96
95,132
95,153
95,195
96,102
96,119
96,152
96,159
96,167
96,170
96,178
97,117
97,129
97,171
97,193
98,101
98,120
98,128
98,130
98,132
98,166
98,195
99,100
99,103
99,135
99,140
99,191
100,136
100,189
100,191
101,126
101,160
101,169
102,122
102,145
102,157
102,183
103,117
103,161
104,125
104,129
104,131
104,143
104,175
104,191
105,106
105,146
105,158
106,111
106,191
107,163
107,165
107,170
107,174
107,183
108,115
108,118
108,121
108,127
108,134
108,154
108,163
109,167
110,171
110,183
110,199
111,112
111,113
111,161
111,167
111,168
111,180
111,195
113,126
113,142
113,154
113,160
113,179
113,185
114,146
114,153
114,198
115,143
115,173
116,133
116,150
117,123
117,134
117,152
117,179
117,193
118,141
118,148
118,153
118,194
119,143
119,176
119,200
120,139
120,180
121,171
121,182
121,199
122,125
122,129
122,176
123,177
123,183
124,146
124,164
125,158
125,182
126,134
126,187
127,164
127,167
127,174
127,180
128,142
128,194
128,196
129,138
129,146
129,154
129,191
130,131
130,137
130,185
131,135
131,173
131,196
132,175
133,190
133,191
134,188
134,194
135,198
136,174
136,185
136,187
136,188
136,199
137,145
137,177
137,196
138,139
138,163
139,180
139,183
139,185
140,175
141,198
141,199
142,170
142,173
143,165
143,174
144,176
144,191
144,193
145,164
145,184
146,199
147,151
147,155
147,169
149,166
149,190
150,177
151,159
151,168
152,157
152,175
153,170
153,186
155,173
155,184
156,189
157,189
158,159
158,181
158,191
159,167
159,172
160,185
162,164
162,168
162,193
162,197
163,171
164,167
164,176
164,191
164,200
165,167
166,182
167,196
169,170
169,171
175,187
176,198
177,181
178,188
178,200
179,185
179,190
180,195
181,182
183,193
184,188
184,192
190,191
192,196
1,7,178
1,16,58
1,37,151
1,43,53
1,51,116
1,162,200
2,9,49
2,14,116
2,87,175
2,113,133
2,154,186
2,173,177
3,38,62
3,91,167
3,139,152
5,32,157
5,36,54
5,65,192
5,105,157
5,174,196
6,49,113
6,99,191
6,101,106
6,118,153
6,121,182
7,22,153
7,41,70
7,45,106
7,76,164
7,77,96
7,136,186
8,41,50
8,49,113
8,106,171
8,147,154
9,43,122
10,50,70
10,69,184
10,76,96
10,113,167
11,18,55
11,56,145
11,75,155
11,89,146
11,101,117
11,110,165
11,128,187
11,132,180
12,39,183
12,54,109
12,137,184
13,49,139
13,124,146
13,142,179
13,149,163
14,18,30
14,52,63
14,132,144
14,133,185
15,56,137
15,84,183
15,91,92
15,109,157
15,134,183
16,27,164
16,64,147
16,92,182
16,126,152
17,23,118
17,33,112
17,44,81
17,55,71
17,55,72
17,90,107
17,125,133
17,156,178
18,19,78
18,97,159
18,125,166
18,170,189
18,175,189
19,32,137
19,76,86
19,101,158
19,142,166
20,93,198
20,96,103
20,102,180
20,129,154
20,132,177
20,139,164
21,82,148
21,118,132
21,151,164
22,43,53
22,50,79
22,53,148
22,61,168
22,79,160
22,87,138
22,100,176
22,102,198
22,103,142
22,141,172
22,153,186
22,175,187
23,73,189
23,77,181
23,81,125
23,171,172
24,53,153
24,60,77
24,62,119
24,93,168
24,103,168
25,52,175
25,84,88
25,88,188
26,30,161
26,42,82
26,96,189
26,110,121
26,119,153
26,159,164
27,76,172
27,96,167
27,195,198
28,49,171
28,74,149
29,89,132
29,139,198
30,53,159
30,62,189
30,96,153
30,100,102
30,148,195
31,39,193
31,46,63
32,35,124
