1,3
1,9
1,12
1,20
1,39
1,45
1,46
1,50
2,5
2,14
2,30
2,34
2,35
2,40
2,42
2,48
3,5
3,8
3,15
3,21
3,23
3,31
3,36
3,41
4,6
4,9
4,15
4,16
4,19
4,39
4,42
4,43
4,45
5,7
5,21
5,28
5,29
5,33
5,34
5,37
5,39
5,40
5,48
5,49
6,11
6,17
6,18
6,21
6,23
6,26
6,27
6,29
6,30
6,37
7,9
7,16
7,21
7,24
7,34
7,36
7,39
7,41
7,47
8,14
8,26
8,32
8,33
8,41
8,43
8,49
9,11
9,14
9,18
9,22
9,23
9,26
9,29
9,32
9,34
9,48
10,19
10,24
10,30
10,31
10,33
10,41
10,43
10,46
11,23
11,30
11,36
11,40
12,15
12,22
12,30
12,34
12,36
12,37
12,46
13,18
13,21
13,31
13,33
13,41
13,43
14,21
14,31
14,32
14,38
14,39
14,42
14,45
14,47
14,49
14,50
15,16
15,17
15,20
15,26
15,45
15,50
16,17
16,20
16,24
16,27
16,41
17,18
17,36
17,39
17,40
17,41
17,49
18,29
18,31
18,37
18,46
18,48
18,49
19,25
19,36
19,37
19,47
20,21
20,23
20,48
21,24
21,27
21,32
21,42
21,48
21,49
22,34
22,43
23,26
23,37
23,38
23,41
23,49
24,33
24,38
24,41
25,38
25,39
27,30
27,32
27,33
27,38
27,50
28,30
28,46
28,47
29,32
29,49
30,31
30,34
30,35
30,38
30,39
30,44
30,46
31,33
31,48
31,49
32,38
33,37
33,40
33,46
33,47
33,48
34,35
34,36
34,39
34,40
34,42
34,45
34,50
35,39
35,41
35,42
36,48
37,47
38,42
38,43
38,46
40,41
40,42
40,45
40,49
41,42
41,45
43,44
45,47
45,50
47,49
48,50
1,7,46
1,14,45
1,17,35
1,30,35
1,34,45
1,35,36
2,3,5
2,3,28
2,3,36
2,26,31
2,36,45
2,42,46
3,8,11
3,11,47
4,24,40
4,29,47
4,38,45
5,9,23
5,11,46
5,21,30
5,23,50
6,7,32
6,8,23
6,19,46
6,22,44
6,23,25
6,30,31
7,9,21
7,24,26
7,38,49
8,14,26
8,14,29
8,20,23
8,33,50
8,37,48
9,14,17
9,26,39
9,29,49
10,11,48
10,12,41
11,25,26
11,34,50
12,21,27
12,24,42
12,35,46
12,38,45
13,21,22
14,18,32
14,18,37
14,27,31
15,16,40
15,17,36
15,22,25
15,24,41
16,17,36
16,24,41
17,19,28
17,20,32
17,29,48
17,38,45
17,39,45
17,39,49
18,23,29
19,24,30
20,23,27
22,29,46
22,36,43
23,25,48
24,39,50
27,44,50
29,48,49
30,38,43
31,32,45
32,47,49
33,34,45
33,38,39
34,40,41
43,46,50
44,49,50
